feature,p_val,pct_valid,pct_ctrl,avg_valid,avg_ctrl,sd_valid,sd_ctrl,esm,valid_group,adj_pval,FC,log(FC),norm_diff
EFEMP1,0.0028810173383804908,0.01818181818181818,0.1956521739130435,0.10954852557120731,1.2689366591261904,0.8124336096047481,2.618361979268519,-0.5980731174078662,healthy,0.027238709381051912,0.08633096442074906,-3.533978084553756,-1.159388133554983
TGS1,0.0031384561943525384,0.01818181818181818,0.1956521739130435,0.11098113524618558,1.2268149598066922,0.8230581273089208,2.521754528053171,-0.5948821119261948,healthy,0.02879995095994094,0.09046281540589687,-3.4665312931982912,-1.1158338245605066
HMGB1,0.003152917330587336,0.32727272727272727,0.7391304347826086,2.5354876335214684,5.2585490777560775,3.704914401729543,3.2208309557619543,-0.7844452384478835,healthy,0.02810600591837854,0.48216487020092796,-1.0524015526842843,-2.723061444234609
NCAM1,0.0038004967247109657,0.2,0.5434782608695652,1.5496225546073643,3.6771504013526184,3.168286656854557,3.437311386737744,-0.6436254797229335,healthy,0.03293763828082837,0.42141941054065796,-1.24667132879617,-2.127527846745254
ARF1,0.0038815468634148076,0.07272727272727272,0.30434782608695654,0.5197049534413781,1.9627288350372651,1.8921758374127222,3.0101720981467337,-0.573970808485161,healthy,0.0327308816590654,0.26478693549713445,-1.9170961530989825,-1.4430238815958871
PSAP,0.006162547788498666,0.01818181818181818,0.17391304347826086,0.11098113524618558,1.1310917269464742,0.8230581273089208,2.497001915511615,-0.548714536102621,healthy,0.05059776078977852,0.0981185986973782,-3.3493295599026456,-1.0201105917002886
PPIA,0.0068224659187602855,0.09090909090909091,0.30434782608695654,0.5904839260137202,1.9476410907087165,1.9106094508473708,2.988480350744186,-0.5411029598695832,healthy,0.054579727350082284,0.30317902452902773,-1.7217581509256539,-1.3571571646949963
NECTIN3,0.007584848782729751,0.01818181818181818,0.17391304347826086,0.12266930433744273,1.07550581639363,0.9097399092404199,2.3808103488578753,-0.5287059979588343,healthy,0.05916182050529205,0.11405731374728927,-3.1321691347025653,-0.9528365120561872
FAM3C,0.007902351938306967,0.01818181818181818,0.17391304347826086,0.156278903923192,1.0373670785658304,1.1589953708401441,2.28977090165043,-0.485526481358392,healthy,0.06013497084760424,0.15064956961931839,-2.730731543488089,-0.8810881746426384
MTMR4,0.009810972346075232,0.05454545454545454,0.2391304347826087,0.37065476705445094,1.5657433050546894,1.5605084190708842,2.838329089462454,-0.5217956522380321,healthy,0.07288150885655886,0.23672767168019565,-2.0786997387834787,-1.1950885380002385
NUCB2,0.011082653864288193,0.2,0.4782608695652174,1.4437450255346356,3.174327766886401,2.9438939920795515,3.3750122285035475,-0.5464771454562218,healthy,0.0804136745501841,0.45481914016420555,-1.1366351264115002,-1.7305827413517654
PTPRA,0.01167212960778501,0.03636363636363636,0.1956521739130435,0.23320146225192517,1.240813703248221,1.213839921024155,2.5460281817688655,-0.5052079061660991,healthy,0.08276600994611188,0.18794236527324518,-2.411637784487256,-1.0076122409962958
VEGFA,0.014727660969496655,0.01818181818181818,0.15217391304347827,0.12365293668071788,0.9890353756531699,0.9170347219364762,2.3641940830234587,-0.4826198917004628,healthy,0.10211178272184347,0.1250237754125388,-2.999725620734975,-0.865382438972452
CLSTN1,0.015957546865599862,0.01818181818181818,0.15217391304347827,0.15109863621416134,0.9434027989904081,1.1205774772936812,2.2607717511113905,-0.44406538241428267,healthy,0.10823379613189472,0.16016343853957296,-2.6423832421321727,-0.7923041627762468
CALM2,0.019621534447491634,0.2,0.43478260869565216,1.3875665632896201,2.9223517780510586,2.8290705994815113,3.390823628667437,-0.49150794321623986,healthy,0.13025359037483808,0.47481161361586666,-1.0745728719945091,-1.5347852147614385
GNG12,0.020048577359618777,0.09090909090909091,0.2826086956521739,0.6763167196446114,1.7986621090629102,2.2060601342787045,2.918981369559093,-0.4338078457013966,healthy,0.13031575283752206,0.37601098963327106,-1.4111532668734725,-1.1223453894182989
LRP4,0.022102223755434854,0.10909090909090909,0.0,0.7592948550139772,0.0,2.216872998041502,0.0,0.4843782583619059,healthy,0.14073252676929948,inf,inf,0.7592948550139772
GRIA2,0.02288848192666121,0.05454545454545454,0.1956521739130435,0.35190323949884417,1.3470043941152452,1.4805156854943862,2.765288443631834,-0.448654816378164,healthy,0.14282412722236593,0.261248768776278,-1.9365038568691284,-0.995101154616401
AFDN,0.023228515123634233,0.03636363636363636,0.17391304347826086,0.22833974866697818,1.095968642693962,1.1872927579516381,2.4272122879298497,-0.4541058835083218,healthy,0.14210385722693883,0.20834514763643625,-2.2629525948582763,-0.867628894026984
ITGB8,0.028413401698344384,0.01818181818181818,0.13043478260869565,0.11763203007479571,0.8578124591047948,0.8723824834746915,2.241960983816189,-0.4351202901936212,healthy,0.1704804101900663,0.13713024196169338,-2.8663813245225653,-0.740180429029999
TGFBR3,0.028472740429698634,0.03636363636363636,0.17391304347826086,0.2690094258616486,1.133654787249122,1.3990590154696323,2.5041161800518683,-0.42629164716084494,healthy,0.1676131134729429,0.2372939530511006,-2.0752527580063402,-0.8646453613874734
GLRA2,0.030729721189929858,0.01818181818181818,0.13043478260869565,0.12365293668071788,0.8158719771197146,0.9170347219364762,2.134403919617992,-0.42140249788903505,healthy,0.17754950020848362,0.15155923986659248,-2.722046285633088,-0.6922190404389967
DAG1,0.030729721189929858,0.01818181818181818,0.13043478260869565,0.12356349083186599,0.8278407835278487,0.9163713737675431,2.16574321538846,-0.4235347448396535,healthy,0.17432132747742027,0.14925997038379699,-2.7441007899110192,-0.7042772926959827
NLGN4Y,0.030729721189929858,0.01818181818181818,0.13043478260869565,0.12091888629166091,0.819799080601958,0.8967584615775078,2.1477685909199047,-0.42465366773027574,healthy,0.17120844662960918,0.14749819700074948,-2.7612307756262773,-0.6988801943102971
SLITRK6,0.03194746865785438,0.01818181818181818,0.13043478260869565,0.1409905917644012,0.8199917539512818,1.0456142133378743,2.149636536179579,-0.40170388947863583,healthy,0.17487035475878188,0.17194147512461191,-2.5400105062127096,-0.6790011621868806
PTGES3,0.034302648775515594,0.07272727272727272,0.2391304347826087,0.5434737276831193,1.4770515540852325,1.9861732867124875,2.670797642722512,-0.3966742194018925,healthy,0.18452459341311836,0.3679449956773536,-1.4424379818512358,-0.9335778264021132
ITGB3BP,0.03525628116368375,0.05454545454545454,0.1956521739130435,0.3633630460681496,1.261685384561371,1.5269620791507996,2.599819751378916,-0.4213559288077718,healthy,0.18643999530625982,0.2879981416242481,-1.7958685925188425,-0.8983223384932213
FGFR2,0.03778434003220932,0.09090909090909091,0.0,0.6632289780632687,0.0,2.1255441549807887,0.0,0.44127402083745465,healthy,0.19647856816748846,inf,inf,0.6632289780632687
NCAN,0.03778434003220932,0.09090909090909091,0.0,0.6318173789708442,0.0,2.061601722345786,0.0,0.4334128636965318,healthy,0.1932576080335952,inf,inf,0.6318173789708442
SMAP1,0.043948374961403976,0.03636363636363636,0.15217391304347827,0.24110474667818355,0.9705960296431637,1.2580056367388088,2.320260333517356,-0.39087470393025137,healthy,0.22115956432190387,0.24840895626455928,-2.0092109047205593,-0.7294912829649802
NRCAM,0.04635420659129771,0.07272727272727272,0.21739130434782608,0.4802248205957944,1.3661842458791695,1.7345818482193829,2.624939566969309,-0.3982276137986759,healthy,0.22956368978547434,0.3515080942005441,-1.5083701841712445,-0.8859594252833751
RTN4,0.04953702272053342,0.18181818181818182,0.41304347826086957,1.3685520379958724,2.7463889879403602,2.9472874268351608,3.3216806752119536,-0.43879194490914963,healthy,0.24149298576260042,0.4983096145539859,-1.004885684752049,-1.3778369499444878
BMPR2,0.057731216542337205,0.05454545454545454,0.17391304347826086,0.35559722679072286,1.1364600528920348,1.4965482392895166,2.5173975665621917,-0.3770712140761168,healthy,0.27710983940321854,0.3128990111758069,-1.6762309955095944,-0.780862826101312
FLRT2,0.058872982303045954,0.01818181818181818,0.10869565217391304,0.12091888629166091,0.7073562707889713,0.8967584615775078,2.054941066067342,-0.3698997135413952,healthy,0.27830864361439905,0.17094481421192512,-2.5483974371012392,-0.5864373844973104
SPTAN1,0.058872982303045954,0.01818181818181818,0.10869565217391304,0.11098113524618558,0.6740240236175314,0.8230581273089208,1.9598871969377254,-0.3745892993030928,healthy,0.2741547832619453,0.16465456921037103,-2.602485547207502,-0.5630428883713459
ACVR2B,0.06347467823136045,0.01818181818181818,0.10869565217391304,0.1409905917644012,0.6717598027878505,1.0456142133378743,1.95213847522729,-0.3389523765202836,healthy,0.2912367589438891,0.20988244783221668,-2.2523465737276496,-0.5307692110234493
FLRT3,0.06347467823136045,0.01818181818181818,0.10869565217391304,0.12612022745272558,0.6891259058749273,0.9353326400270641,1.9966942674055064,-0.3611075689652277,healthy,0.28701593635049943,0.18301478202680677,-2.449967915801537,-0.5630056784222017
GRM7,0.06347467823136045,0.01818181818181818,0.10869565217391304,0.15698009076058306,0.66078446784663,1.1641955116027758,1.9197754628796504,-0.3173389396390616,healthy,0.2829157086883495,0.23756625404975254,-2.073598176984097,-0.503804377086047
EPHB2,0.06347467823136045,0.01818181818181818,0.10869565217391304,0.175387806402635,0.6727969448365857,1.3007107844982484,1.9481736698273828,-0.30029783941743293,healthy,0.27893098039696423,0.26068460588095355,-1.939622704476283,-0.49740913843395074
ITGA6,0.06347467823136045,0.01818181818181818,0.10869565217391304,0.15208554685924164,0.7177157533765756,1.1278966025266242,2.084932667980537,-0.337453864187426,healthy,0.27505693900256195,0.21190219964343524,-2.2385295312537075,-0.565630206517334
THRB,0.06347467823136045,0.01818181818181818,0.10869565217391304,0.15550933364431427,0.7266422432296388,1.153288084902218,2.1107782058214215,-0.335802023915335,healthy,0.2712890357285543,0.21401086310800826,-2.2242440657642613,-0.5711329095853245
HSPA8,0.07502986153091556,0.09090909090909091,0.21739130434782608,0.5894985147609086,1.4160401654765509,1.883931767609653,2.724615504808317,-0.3528762448565114,healthy,0.31634211888710345,0.41630070186781754,-1.264302104075899,-0.8265416507156422
EFNA5,0.0778593741292685,0.10909090909090909,0.2608695652173913,0.7568313555036549,1.6872014059690117,2.1873951951864985,2.8887658239116942,-0.36311474507115005,healthy,0.3238949963777569,0.4485720275161716,-1.156588436616423,-0.9303700504653568
NTRK2,0.08073815930672205,0.05454545454545454,0.17391304347826086,0.46022587767126555,1.1160998274021894,1.9414968605370395,2.4671484781688253,-0.295447233723337,healthy,0.3314513908381221,0.41235189395421523,-1.278052060924946,-0.6558739497309238
MCFD2,0.08709115794757305,0.03636363636363636,0.13043478260869565,0.24110474667818355,0.847089325418107,1.2580056367388088,2.2162832806518455,-0.33628233308353883,healthy,0.3528888477875687,0.28462729896776695,-1.8128540556629198,-0.6059845787399234
PTPRF,0.08981311583027059,0.03636363636363636,0.13043478260869565,0.26463384372049437,0.8561978814942198,1.3891406932169152,2.2431879090520264,-0.3170750787769883,healthy,0.35925246332108235,0.30908023652039474,-1.6939466878138045,-0.5915640377737255
CDH6,0.09839180584384344,0.03636363636363636,0.13043478260869565,0.26590981364991123,0.8226940651695742,1.3839517108028447,2.1544212642869667,-0.30750643360742375,healthy,0.3885853597883437,0.3232183443490646,-1.6294190139066065,-0.556784251519663
SDC3,0.10838138531631991,0.01818181818181818,0.08695652173913043,0.11098113524618558,0.5825188406110936,0.8230581273089208,1.9098211523721913,-0.3206611346470647,healthy,0.4226874027336477,0.1905193918359111,-2.391990246346333,-0.471537705364908
GRM1,0.1122221457148629,0.05454545454545454,0.0,0.39066619516996987,0.0,1.6507897353051952,0.0,0.33467946871375676,healthy,0.43226307979058304,inf,inf,0.39066619516996987
PLD1,0.1122221457148629,0.05454545454545454,0.0,0.3536878086778151,0.0,1.515931815160342,0.0,0.3299555368361214,healthy,0.42699157881752714,inf,inf,0.3536878086778151
GNG7,0.1122221457148629,0.05454545454545454,0.0,0.3456594757452476,0.0,1.4552169260063168,0.0,0.335919896082614,healthy,0.4218471019643039,inf,inf,0.3456594757452476
SLC1A2,0.1122221457148629,0.05454545454545454,0.0,0.41048291119653585,0.0,1.7569619278541717,0.0,0.3304058505385635,healthy,0.41682511265520505,inf,inf,0.41048291119653585
GRIN1,0.1122221457148629,0.05454545454545454,0.0,0.4048002798416277,0.0,1.7260987212283463,0.0,0.3316577660152969,healthy,0.4119212878004379,inf,inf,0.4048002798416277
SLC6A6,0.1122221457148629,0.05454545454545454,0.0,0.40370159338700157,0.0,1.697496388318826,0.0,0.3363307706857372,healthy,0.40713150538415377,inf,inf,0.40370159338700157
CDH1,0.1122221457148629,0.05454545454545454,0.0,0.43491534466582094,0.0,1.8618760581673794,0.0,0.3303459304997841,healthy,0.40245183290847386,inf,inf,0.43491534466582094
PPARG,0.1122221457148629,0.05454545454545454,0.0,0.37870722234703347,0.0,1.6017364402951326,0.0,0.3343701726066334,healthy,0.397878516625423,inf,inf,0.37870722234703347
ADAM17,0.11242894363178774,0.01818181818181818,0.08695652173913043,0.11098113524618558,0.5566083094410808,0.8230581273089208,1.8302683600394622,-0.3140358996127383,healthy,0.39413292599008737,0.19938821135751186,-2.326347980631797,-0.44562717419489517
COL6A1,0.11659475091107088,0.01818181818181818,0.08695652173913043,0.11763203007479571,0.5652581322378021,0.8723824834746915,1.8587354885040837,-0.30830653937403946,healthy,0.4041951364917124,0.2081032069527278,-2.2646288971416144,-0.44762610216300636
GRIK3,0.11659475091107088,0.01818181818181818,0.08695652173913043,0.11939985510806803,0.5632452518514159,0.8854930248118954,1.8491918042050906,-0.3061509428513036,healthy,0.3997534316951002,0.2119855510820457,-2.2379621607247016,-0.4438453967433479
TRPC6,0.12088085099591903,0.01818181818181818,0.08695652173913043,0.1251298149278547,0.5545193746989653,0.9279875441585165,1.8208225201781927,-0.29713742023183165,healthy,0.4099437555513775,0.22565454091804193,-2.147812284234041,-0.4293895597711106
ATRN,0.12088085099591903,0.01818181818181818,0.08695652173913043,0.11763203007479571,0.5554168851569559,0.8723824834746915,1.8243348498567522,-0.30616388594414634,healthy,0.4055357581798573,0.21179051847074104,-2.23929009130513,-0.43778485508216014
CLU,0.12528926643980512,0.01818181818181818,0.08695652173913043,0.1251298149278547,0.5437841520354482,0.9279875441585166,1.784315020337322,-0.29438420078394095,healthy,0.4158537354172255,0.23010934478226158,-2.119608522028199,-0.4186543371075935
ADCY9,0.12528926643980512,0.01818181818181818,0.08695652173913043,0.16839506657911854,0.5631508516858607,1.2488512379984318,1.8489130420492086,-0.2502138277501951,healthy,0.41147632767599157,0.2990230167902746,-1.741671557182518,-0.39475578510674214
GRIN2D,0.12528926643980512,0.01818181818181818,0.08695652173913043,0.17221422060265895,0.5399956202034176,1.2771748422897982,1.7741003155798938,-0.2379326701934926,healthy,0.40719011592936666,0.3189178099959134,-1.6487434276035033,-0.3677813996007587
CHRM3,0.14600592941197127,0.10909090909090909,0.21739130434782608,0.7743590051252272,1.480059583418625,2.287009964200232,2.8507896925006087,-0.27307015573697,healthy,0.469627319345722,0.5231944806820692,-0.9345807733453424,-0.7057005782933978
PTPRZ1,0.15419124665703035,0.03636363636363636,0.10869565217391304,0.23116723758112873,0.6978925934148975,1.20116992298672,2.0253167704773456,-0.28030877462536,healthy,0.4908945811938109,0.33123612395711394,-1.5940680759998336,-0.4667253558337688
DDR2,0.1633458318375468,0.03636363636363636,0.10869565217391304,0.24720811895671024,0.715371439940519,1.285320725595353,2.0807409961949084,-0.27071115453500805,healthy,0.5147868639728748,0.3455661005662525,-1.5329663963203026,-0.46816332098380875
ADCY1,0.17290431114113702,0.03636363636363636,0.10869565217391304,0.26862027359527113,0.708085014340032,1.4001807278370038,2.060196410846847,-0.24950031867543893,healthy,0.5394614507603476,0.3793616135848287,-1.3983543905517049,-0.4394647407447609
TSPAN5,0.17783760604333454,0.03636363636363636,0.10869565217391304,0.25611327659068045,0.7089479368081207,1.331391609626485,2.0568911853787766,-0.26137006046496347,healthy,0.5493597335200037,0.3612582296857694,-1.468897641414917,-0.4528346602174403
HGF,0.19856103513674672,0.03636363636363636,0.0,0.28539698662152246,0.0,1.490398008709538,0.0,0.27080839264542345,healthy,0.607363166300637,inf,inf,0.28539698662152246
ITGAL,0.19856103513674672,0.03636363636363636,0.0,0.2910054436984298,0.0,1.5380595967132555,0.0,0.26757340618150616,healthy,0.601466436530728,inf,inf,0.2910054436984298
SCN8A,0.19856103513674672,0.03636363636363636,0.0,0.239398031107125,0.0,1.2471537922774065,0.0,0.27146607298437,healthy,0.5956831054102402,inf,inf,0.239398031107125
SLC6A11,0.19856103513674672,0.03636363636363636,0.0,0.2510862001983822,0.0,1.3048130499385082,0.0,0.27213822674597904,healthy,0.5900099329777617,inf,inf,0.2510862001983822
LDLR,0.19856103513674672,0.03636363636363636,0.0,0.24721642751258388,0.0,1.2843540440309702,0.0,0.2722121881069818,healthy,0.5844438015345753,inf,inf,0.24721642751258388
WNT9A,0.19856103513674672,0.03636363636363636,0.0,0.23046741186286823,0.0,1.1988496679861878,0.0,0.2718690660264247,healthy,0.5789817099314484,inf,inf,0.23046741186286823
SCN10A,0.19856103513674672,0.03636363636363636,0.0,0.29066541926487643,0.0,1.514521153433515,0.0,0.2714144844430495,healthy,0.5736207681728239,inf,inf,0.29066541926487643
APLP1,0.19856103513674672,0.03636363636363636,0.0,0.22833974866697818,0.0,1.1872927579516381,0.0,0.27198108236659346,healthy,0.5683581923180273,inf,inf,0.22833974866697818
GDF7,0.19856103513674672,0.03636363636363636,0.0,0.2899856664588128,0.0,1.5072111152884482,0.0,0.27209304538692247,healthy,0.5631912996605907,inf,inf,0.2899856664588128
BMP7,0.19856103513674672,0.03636363636363636,0.0,0.2910054436984298,0.0,1.5380595967132555,0.0,0.26757340618150616,healthy,0.558117504168153,inf,inf,0.2910054436984298
NR1H4,0.19856103513674672,0.03636363636363636,0.0,0.2512515630057335,0.0,1.3073206432757951,0.0,0.27179511759242275,healthy,0.5531343121666515,inf,inf,0.2512515630057335
LINGO1,0.21725254182838305,0.3090909090909091,0.2608695652173913,2.604503187005944,1.677686062242113,3.987060143300098,2.871691612037878,0.26675408578404686,healthy,0.5998477261102257,1.5524377567548024,0.6345354263708282,0.9268171247638308
COL4A5,0.2221043419615808,0.01818181818181818,0.06521739130434782,0.11098113524618558,0.4639353779458328,0.8230581273089208,1.7780513299500664,-0.2547595669339431,healthy,0.607864514842221,0.23921679725649914,-2.0636093990477162,-0.3529542426996472
BSG,0.2221043419615808,0.01818181818181818,0.06521739130434782,0.11763203007479571,0.4352398071537341,0.8723824834746915,1.6661913352558089,-0.23882158146370142,healthy,0.6025787364522888,0.2702694655713007,-1.8875295662082694,-0.3176077770789384
APOD,0.2221043419615808,0.01818181818181818,0.06521739130434782,0.11098113524618558,0.45949823190489864,0.8230581273089208,1.7665033075283783,-0.25290881760152106,healthy,0.5973840921725276,0.24152679496959437,-2.0497448444376007,-0.34851709665871305
UNC5C,0.229840202513652,0.01818181818181818,0.06521739130434782,0.11939985510806803,0.4585129682015376,0.8854930248118954,1.7609474502704736,-0.2433112442916074,healthy,0.612907206703072,0.2604067134161978,-1.9411614524997605,-0.3391131130934696
ADAM10,0.2326456860148901,0.05454545454545454,0.13043478260869565,0.38025945917526,0.7870365262489234,1.5986472090381625,2.057731920547385,-0.22076930796145344,healthy,0.6151309664122518,0.4831535087546773,-1.0494464562756725,-0.4067770670736634
TMEM126A,0.23776580771585032,0.01818181818181818,0.06521739130434782,0.11879122309577085,0.42992823436405814,0.8809792890030989,1.6549425021920867,-0.23469645496687958,healthy,0.6233859832550025,0.27630477275232834,-1.8556676121193474,-0.3111370112682873
PRNP,0.23776580771585032,0.01818181818181818,0.06521739130434782,0.11389325702450455,0.39607352529892204,0.8446550004355282,1.5234169333083616,-0.22909551532833564,healthy,0.6181911000612108,0.28755584443203513,-1.7980859347903708,-0.2821802682744175
CXCL14,0.23776580771585032,0.01818181818181818,0.06521739130434782,0.11389325702450455,0.40089389226907707,0.8446550004355282,1.5352715242457444,-0.2316291715374213,healthy,0.613082082705333,0.28409825946677236,-1.8155381020306158,-0.28700063524457253
ITGA9,0.2383229649448838,0.07272727272727272,0.021739130434782608,0.5015940961801816,0.13361507250879723,1.8222195461601,0.9062215124738721,0.2557099422721132,healthy,0.6094816808426536,3.754023305620379,1.9084376066947801,0.36797902367138435
EPHA3,0.2383229649448838,0.07272727272727272,0.021739130434782608,0.4762086777879479,0.12205413162614537,1.7325966450953092,0.8278113964923239,0.2608324733594218,healthy,0.6045265452260468,3.90161866250121,1.964072778304942,0.35415454616180253
UBASH3B,0.24562256987837872,0.07272727272727272,0.021739130434782608,0.5021931000857761,0.1369645792276025,1.8320446098624,0.9289389723215046,0.25145409003367664,healthy,0.6180180790488239,3.6665910479763593,1.8744393645067412,0.3652285208581736
SEMA6A,0.24588250533488876,0.01818181818181818,0.06521739130434782,0.1409905917644012,0.43670788631397367,1.0456142133378743,1.6718158569370818,-0.21208653889579154,healthy,0.6137227333158823,0.32284874210637726,-1.631069688865835,-0.29571729454957246
COL14A1,0.24588250533488876,0.01818181818181818,0.06521739130434782,0.15770941794259602,0.39011894159988414,1.169604346746618,1.494797769857109,-0.17317024478777565,healthy,0.6088519179721055,0.40425983238811,-1.306645231602625,-0.23240952365728812
HSPA1A,0.24588250533488876,0.01818181818181818,0.06521739130434782,0.13907263545226495,0.3896009536866409,1.0313902686374938,1.496332292303459,-0.19495404325834295,healthy,0.6040578083817739,0.35696174287119986,-1.4861586321947482,-0.25052831823437594
PDGFA,0.24588250533488876,0.01818181818181818,0.06521739130434782,0.15698009076058306,0.42578992658758424,1.1641955116027758,1.632295812570083,-0.1896099518856852,healthy,0.5993386067537914,0.3686796726702094,-1.4395602199428132,-0.2688098358270012
QDPR,0.24588250533488876,0.01818181818181818,0.06521739130434782,0.13155622110697623,0.38724620273531385,0.9756470479415792,1.482468646277373,-0.2037515765933315,healthy,0.5946925710425217,0.33972243027234034,-1.5575716191655178,-0.2556899816283376
PTPRS,0.2777059113107735,0.12727272727272726,0.06521739130434782,0.8527952869976371,0.4033380743227302,2.2607252430420464,1.5526500494684006,0.23176519232188503,healthy,0.6664941871458564,2.1143436270667433,1.0802098652626453,0.44945721267490685
GABBR1,0.2830179062555406,0.03636363636363636,0.08695652173913043,0.22121138521767997,0.5529005115444463,1.1614669592731066,1.820383131799234,-0.2172315129640649,healthy,0.6740579141353333,0.400092567467081,-1.3215942669486176,-0.33168912632676634
EFNB2,0.29054804978348014,0.03636363636363636,0.08695652173913043,0.2505391173356085,0.5739454819532622,1.3122098847680808,1.8812898511222906,-0.19939918166672843,healthy,0.6867499358518622,0.4365207588758587,-1.1958778316050773,-0.3234063646176537
WNT2B,0.2982118311214875,0.03636363636363636,0.08695652173913043,0.2315252870993003,0.543707581597433,1.2029971212114885,1.7842265572112297,-0.20516416871142207,healthy,0.6995645963150685,0.4258268505638093,-1.231661172917873,-0.31218229449813273
ST6GAL1,0.3220067570964349,0.03636363636363636,0.08695652173913043,0.2445296700359227,0.5206901541694499,1.2707574372723376,1.7088837922375453,-0.1833929780363332,healthy,0.749747076224535,0.4696260685512111,-1.0904156014187099,-0.2761604841335271
